iter	Logloss
129	0.495372695
130	0.4952771054
131	0.4951765165
132	0.4951522132
133	0.4950122021
134	0.4948849236
135	0.4947328445
136	0.4946060935
137	0.4945386212
138	0.4944152429
139	0.4942704288
140	0.4941867512
141	0.4940229922
142	0.4939000916
143	0.4937126045
144	0.4935794501
145	0.4934267881
146	0.4933322447
147	0.4932397747
148	0.4931744828
149	0.4931071658
150	0.492930051
151	0.4928797892
152	0.492751338
153	0.4926078038
154	0.4924892776
155	0.4923930952
156	0.4922786127
157	0.4921541122
158	0.4919917359
159	0.4918682841
160	0.4916769735
161	0.4916699167
162	0.4915319321
163	0.491473136
164	0.4913525413
165	0.4912620708
166	0.4911815508
167	0.4910625488
168	0.4909396066
169	0.4908440552
170	0.4907090843
171	0.4906005645
172	0.4905969585
173	0.4905357733
174	0.4903624118
175	0.4902851406
176	0.4902803918
177	0.4901816867
178	0.4901386241
179	0.48997093
180	0.4898865057
181	0.4897774503
182	0.4896578935
183	0.4895819461
184	0.4894863205
185	0.4894383074
186	0.4894123959
187	0.4893014631
188	0.4892036973
189	0.4890956383
190	0.4890078336
191	0.4889266624
192	0.488845047
193	0.4887586975
194	0.4887266459
195	0.4886684928
196	0.4885919035
197	0.4884973044
198	0.4883947745
199	0.4883167932
200	0.4882029961
201	0.488150374
202	0.4880831419
203	0.4880142347
204	0.4879967475
205	0.4878492864
206	0.4877483766
207	0.4876757708
208	0.4875931896
209	0.4875145167
210	0.4874868512
211	0.4874091909
212	0.48732534
213	0.4872679419
214	0.4871421232
215	0.4871085482
216	0.48702154
217	0.4870120717
218	0.486965448
219	0.4868336827
220	0.4867120673
221	0.4866868447
222	0.4866287367
223	0.4865115494
224	0.4864332819
225	0.4863244126
226	0.4862224702
227	0.4861685891
228	0.4861391938
229	0.4860895211
230	0.4859804465
231	0.4859147773
232	0.4858805193
233	0.4858681569
234	0.4857871001
235	0.4857244373
236	0.4856843107
237	0.4856482962
238	0.4855973901
239	0.4855479676
240	0.4854511184
241	0.4854098962
242	0.4853496975
243	0.4853235737
244	0.4852763101
245	0.4851677858
246	0.4851271757
247	0.4851192388
248	0.4850513278
249	0.4850124929
250	0.484978705
251	0.4849535903
252	0.4849517387
253	0.484913593
254	0.4848869871
255	0.4847895846
256	0.4847193837
257	0.4846895444
258	0.4845633983
259	0.484482286
260	0.4844126648
261	0.484321498
262	0.4842370779
263	0.4842292344
264	0.4841098131
265	0.4840513759
266	0.4839351343
267	0.4839039927
268	0.4838756361
269	0.4838193197
270	0.4838084544
271	0.4837088364
272	0.4836928075
273	0.4836238289
274	0.48354666
275	0.4835466599
276	0.4835442292
277	0.4835120838
278	0.4833773045
279	0.4833644962
280	0.4832701067
281	0.4832315056
282	0.4832229136
283	0.4832058519
284	0.4831767435
285	0.4831704433
286	0.4831537285
287	0.483069481
288	0.483042599
289	0.4829572489
290	0.482820429
291	0.4827147859
292	0.482624693
293	0.4825873428
294	0.4824820388
295	0.4824790343
296	0.4824288393
297	0.4823790656
298	0.4822588987
299	0.4822260064
300	0.4822228057
301	0.4822196196
302	0.4821558346
303	0.4821190634
304	0.4820838451
305	0.4820434734
306	0.4820286147
307	0.4819281208
308	0.4818932152
309	0.4818801506
310	0.4818685633
311	0.4817657467
312	0.4816544235
313	0.4816115078
314	0.4815542962
315	0.4814826492
316	0.4814701202
317	0.48143726
318	0.4813855909
319	0.4812759988
320	0.4812422281
321	0.4811786935
322	0.4811342491
323	0.4811193798
324	0.4810620432
325	0.4810180435
326	0.4809432867
327	0.4809104687
328	0.4808593166
329	0.4807933075
330	0.4807262164
331	0.4806672869
332	0.4806660356
333	0.480635201
334	0.4805864908
335	0.4805403797
336	0.4804641757
337	0.480414327
338	0.4804000754
339	0.4803103736
340	0.4802990419
341	0.4802654158
342	0.4801858273
343	0.480170217
344	0.4801399795
345	0.4800374614
346	0.479966901
347	0.4799656782
348	0.4799222294
349	0.4798201167
350	0.4797529523
351	0.4797259382
352	0.4796974696
353	0.4796854368
354	0.4796723043
355	0.4796410674
356	0.4795790121
357	0.4794550265
358	0.4793506758
359	0.4792858079
360	0.4792608656
361	0.4791736645
362	0.4790675258
363	0.4789847278
364	0.4789637659
365	0.4789520337
366	0.4788479623
367	0.4788409652
368	0.4787931968
369	0.4787620891
370	0.4787357531
371	0.4787225525
372	0.4786826117
373	0.4786227041
374	0.4785784722
375	0.4785569645
376	0.4784937571
377	0.4784556389
378	0.47842437
379	0.4783164859
380	0.4782641183
381	0.4782479494
382	0.4782446166
383	0.4781998631
384	0.4781751104
385	0.4781338581
386	0.4780827415
387	0.4779932683
388	0.4779762876
389	0.4778960886
390	0.4778372429
391	0.4778227836
392	0.4777931332
393	0.477767785
394	0.4777056634
395	0.4776521019
396	0.4775601193
397	0.4775124499
398	0.4774471438
399	0.4774115168
400	0.4773776901
401	0.4773243924
402	0.4773104409
403	0.4772718166
404	0.4772304636
405	0.4771875895
406	0.4771049867
407	0.4770865535
408	0.4770396831
409	0.4769664074
410	0.476946415
411	0.4769044548
412	0.4768979165
413	0.4768456805
414	0.476748186
415	0.4767253724
416	0.4766564209
417	0.4766227358
418	0.476572787
419	0.4765591918
420	0.4765481418
421	0.4765469674
422	0.4764257457
423	0.4764038685
424	0.4763561531
425	0.4763391081
426	0.4762531257
427	0.4762377615
428	0.4762074604
429	0.4761875519
430	0.4761218751
431	0.4760810205
432	0.4760169972
433	0.4760012789
434	0.4759220579
435	0.4758780045
436	0.4758003114
437	0.4757773013
438	0.475764769
439	0.4756865098
440	0.4756202604
441	0.4755978208
442	0.4755890051
443	0.4755797014
444	0.4755587733
445	0.4755451762
446	0.4755051109
447	0.4754481273
448	0.4754282471
449	0.4754229041
450	0.4753898475
451	0.4753647629
452	0.4753242385
453	0.4752317944
454	0.4752142992
455	0.4751789766
456	0.4751636984
457	0.4751443402
458	0.4750763238
459	0.4750525429
460	0.4750062068
461	0.474975892
462	0.4749359195
463	0.4749352101
464	0.4749066253
465	0.4748693464
466	0.4747854871
467	0.4747648998
468	0.4747290002
469	0.4746335898
470	0.4746229098
471	0.4745719409
472	0.4745543655
473	0.4745067952
474	0.474491695
475	0.4744507297
476	0.4744210007
477	0.4743450936
478	0.4743092104
479	0.4742998145
480	0.474272193
481	0.4742242579
482	0.4742011154
483	0.4741939561
484	0.4741745856
485	0.4741438593
486	0.4741171757
487	0.4740715556
488	0.4740072271
489	0.4739911843
490	0.4739228028
491	0.4738832359
492	0.4738646575
493	0.4738556091
494	0.4738473674
495	0.4737760156
496	0.473715917
497	0.4736701937
498	0.4736618345
499	0.473646023
500	0.4736378051
501	0.4736330065
502	0.4735992087
503	0.4735884957
504	0.4735409245
505	0.4734774412
506	0.4734305539
507	0.4733999601
508	0.4733910871
509	0.473369386
510	0.4733364388
511	0.4733030122
512	0.473260606
513	0.4731971855
514	0.4731768752
515	0.4731425505
516	0.4731175218
517	0.4730934595
518	0.4730658675
519	0.4730154751
520	0.4729716573
521	0.4729182998
522	0.4728961078
523	0.4728752807
524	0.4728541267
525	0.472827993
526	0.4727767735
527	0.4727448739
528	0.4727410925
529	0.4727336559
530	0.4727160303
531	0.4727034978
532	0.4726743226
533	0.472637665
534	0.4726201676
535	0.4725595967
536	0.4725572922
537	0.4725319102
538	0.4725025098
539	0.4724788247
540	0.4724512384
541	0.4724328023
542	0.4724081261
543	0.4723907111
544	0.4723246281
545	0.4722926005
546	0.4722699469
547	0.4722392274
548	0.4721844014
549	0.4721401625
550	0.4721214819
551	0.4721030342
552	0.4720907652
553	0.4720396545
554	0.4720093728
555	0.4720091363
556	0.4719833671
557	0.4719240712
558	0.4719166792
559	0.471902202
560	0.4718905736
561	0.4718589209
562	0.4718204142
563	0.4717628775
564	0.4717032587
565	0.4716715861
566	0.4716252612
567	0.4715988285
568	0.4715758996
569	0.471533181
570	0.4714993072
571	0.4714584372
572	0.4714161718
573	0.4713800014
574	0.471289527
575	0.4711679892
576	0.4711502051
577	0.4711381359
578	0.4711301646
579	0.4710916931
580	0.471068577
581	0.4710264283
582	0.4710041034
583	0.4709962036
584	0.4709513038
585	0.4709098317
586	0.4708777052
587	0.4708700742
588	0.4708407445
589	0.4707906673
590	0.4707873604
591	0.47073925
592	0.4707301571
593	0.4707242215
594	0.4706330796
595	0.4706111839
596	0.4706004039
597	0.4705972353
598	0.4705893108
599	0.4705716913
600	0.4705199289
601	0.4705161183
602	0.4705048388
603	0.4704882449
604	0.4704854512
605	0.4704833584
606	0.4704501595
607	0.4704451003
608	0.4703956434
609	0.4703846127
610	0.470362456
611	0.4703082606
612	0.4702930846
613	0.4702870223
614	0.4702603969
615	0.4702434513
616	0.4702180375
617	0.4702166853
618	0.47020541
619	0.470186154
620	0.4701800024
621	0.4701754639
622	0.4701170149
623	0.4701055947
624	0.4700886588
625	0.4700565081
626	0.4699836752
627	0.4699666051
628	0.4699171132
629	0.4698931441
630	0.4698619787
631	0.4698473032
632	0.4698396018
633	0.4697743202
634	0.4697133492
635	0.4696846419
636	0.4696574064
637	0.4696330086
638	0.469586399
639	0.4695713484
640	0.469560454
641	0.4695385935
642	0.4695334074
643	0.4694949205
644	0.4694833042
645	0.4694463478
646	0.4694111148
647	0.4693897208
648	0.4693756283
649	0.4693544484
650	0.4693212912
651	0.4693085252
652	0.4692379385
653	0.4692340771
654	0.4692218835
655	0.469191484
656	0.4691895396
657	0.4691469899
658	0.4691272922
659	0.4690898541
660	0.4690770501
661	0.469042316
662	0.4690376344
663	0.4690048714
664	0.4689641604
665	0.4689473661
666	0.4688856925
667	0.468875428
668	0.4688731386
669	0.4688589848
670	0.4688449554
671	0.4688224493
672	0.468780164
673	0.4687736345
674	0.468748649
675	0.4687244953
676	0.4687131134
677	0.4686947314
678	0.4686621377
679	0.4686420481
680	0.4686244312
681	0.4686180209
682	0.4685771601
683	0.4685564647
684	0.4685319195
685	0.4685240801
686	0.4685164604
687	0.468514225
688	0.468503394
689	0.4684895382
690	0.4684723217
691	0.4684652213
692	0.4684583334
693	0.4684209037
694	0.4684119871
695	0.4683788885
696	0.4683691073
697	0.4683546088
698	0.4683350719
699	0.4683245224
700	0.4683023197
701	0.4682585888
702	0.4681972198
703	0.4681664456
704	0.4681633745
705	0.468118499
706	0.468048291
707	0.4680192909
708	0.4679666517
709	0.4679058183
710	0.4678719338
711	0.46784609
712	0.4678110548
713	0.4677392729
714	0.4677024247
715	0.4676645896
716	0.4676416568
717	0.4676111514
718	0.4675850371
719	0.4675539014
720	0.4675395225
721	0.4675388453
722	0.4675224045
723	0.4674796751
724	0.4674265346
725	0.4673704819
726	0.4673671556
727	0.4673471034
728	0.4673375748
729	0.4673064159
730	0.4672544769
731	0.4672277512
732	0.4671792872
733	0.4671753929
734	0.4671449322
735	0.4671221145
736	0.4671034009
737	0.4670930267
738	0.4670604287
739	0.4670281578
740	0.4670100933
741	0.466973761
742	0.4669663247
743	0.4669073525
744	0.4669049005
745	0.4668781388
746	0.466831604
747	0.4668301191
748	0.466782977
749	0.4667702287
750	0.4667663816
751	0.4667573739
752	0.4667528595
753	0.4667515042
754	0.4667169697
755	0.4666610692
756	0.466652614
757	0.4666429216
758	0.4666418441
759	0.4665931678
760	0.4665793282
761	0.4665715848
762	0.4665576235
763	0.4665503259
764	0.4665387999
765	0.466505324
766	0.4664024766
767	0.466377523
768	0.4663749093
769	0.4663585935
770	0.466353161
771	0.4662948303
772	0.4662504141
773	0.4662309062
774	0.4662081407
775	0.4661828594
776	0.4661719036
777	0.4661450777
778	0.4661360148
779	0.4661026112
780	0.4660916964
781	0.4660782062
782	0.46606307
783	0.4660416782
784	0.46602395
785	0.4660182784
786	0.4660158773
787	0.4660064898
788	0.4659950085
789	0.4659574443
790	0.465939091
791	0.4659352561
792	0.4659129169
793	0.4658522237
794	0.4658308044
795	0.4657669348
796	0.4657355005
797	0.4656697919
798	0.4656575253
799	0.4656242934
800	0.4656091356
801	0.4655925486
802	0.4655789006
803	0.4655540003
804	0.4655392852
805	0.4655110727
806	0.4655009538
807	0.4654694186
808	0.4654432677
809	0.4654140444
810	0.4654023207
811	0.4653762697
812	0.4653565883
813	0.4653011248
814	0.4652767342
815	0.4652590487
816	0.4652569306
817	0.465211573
818	0.4651941217
819	0.4651881705
820	0.4651339377
821	0.465097292
822	0.4650743541
823	0.4650524049
824	0.4650465901
825	0.4650367555
826	0.4650008386
827	0.4649719617
828	0.464941627
829	0.4649184044
830	0.4649116584
831	0.4649113771
832	0.464885079
833	0.4648365436
834	0.4648139167
835	0.4647725097
836	0.4647464777
837	0.4647239383
838	0.4647134182
839	0.4646885952
840	0.4646799157
841	0.4646396543
842	0.464586822
843	0.4645745814
844	0.4645482413
845	0.4645415253
846	0.464518099
847	0.464514485
848	0.4644751414
849	0.4644554212
850	0.4644485892
851	0.464418012
852	0.4644089278
853	0.4644036264
854	0.4643693749
855	0.4643137173
856	0.464223797
857	0.4641988152
858	0.4641978808
859	0.4641632555
860	0.4641315104
861	0.4641241587
862	0.4641032138
863	0.4641021348
864	0.4640872755
865	0.4640830759
866	0.4640311176
867	0.4639634054
868	0.4639481489
869	0.4639242099
870	0.4638831093
871	0.4638180627
872	0.463816585
873	0.463787387
874	0.4637464347
875	0.4637196636
876	0.4637184787
877	0.4636868454
878	0.4636777814
879	0.4636656299
880	0.4636621133
881	0.4636258705
882	0.4636029232
883	0.4635968789
884	0.4635602615
885	0.463525775
886	0.4634998707
887	0.4634907541
888	0.4634887668
889	0.4634751965
890	0.4634661285
891	0.4634572732
892	0.4634157532
893	0.463390441
894	0.4633606402
895	0.4632903381
896	0.463262265
897	0.4632576189
898	0.4632407814
899	0.4632131883
900	0.4631754971
901	0.4631523841
902	0.4631446846
903	0.4631339721
904	0.4631030627
905	0.4630733248
906	0.4630553662
907	0.4630021444
908	0.4629769478
909	0.4629561115
910	0.4629461628
911	0.4629162652
912	0.4628692691
913	0.4628660415
914	0.4628171087
915	0.4628138377
916	0.4628122256
917	0.462783862
918	0.4627094171
919	0.4626890658
920	0.462649184
921	0.4626293672
922	0.4626227869
923	0.46262101
924	0.4625867596
925	0.4625787297
926	0.4625622504
927	0.4625264065
928	0.4625038007
929	0.4624805916
930	0.4624715333
931	0.4624339708
932	0.462412279
933	0.4623995176
934	0.4623403241
935	0.4623377873
936	0.4623290696
937	0.4622818481
938	0.462261479
939	0.4622253286
940	0.4622132963
941	0.4622042717
942	0.462193028
943	0.4621463341
944	0.4621079992
945	0.4620713855
946	0.4620256789
947	0.4620176135
948	0.4620089512
949	0.4619517584
950	0.4619478023
951	0.4619247334
952	0.4619095197
953	0.4619012594
954	0.4618689498
955	0.4618584566
956	0.4618487818
957	0.4618359311
958	0.4618040748
959	0.4617181935
960	0.4616892542
961	0.4616818603
962	0.4616117194
963	0.4615671036
964	0.4615495758
965	0.4615444263
966	0.4615261003
967	0.4614702145
968	0.4614387044
969	0.4614239479
970	0.4614009384
971	0.4613960961
972	0.4613444414
973	0.4612584697
974	0.4612470718
975	0.4612429632
976	0.4612271444
977	0.4612091785
978	0.4611956322
979	0.461165945
980	0.4611126416
981	0.4610634294
982	0.4610475383
983	0.4610230929
984	0.4610007088
985	0.4609916009
986	0.4609380646
987	0.4609160521
988	0.4609054058
989	0.4608849889
990	0.4608830134
991	0.4608730095
992	0.4608534371
993	0.4608101281
994	0.460794119
995	0.4607856404
996	0.4607775683
997	0.4607525005
998	0.4607391632
999	0.4607071679
